pos,flw,flg,bl,pic,lin,cl,cz,ni,erl,erc,lt,hc,pr,fo,cs,pi,class
30,141,515,0,1,0,674,0.055555556,0.1110000014,4.8499999046,0.4300000072,0,0.5,0.1669999957,0.3330000043,0.1016379967,402.60998535,s
34,291,524,0,1,0,332,0,0.1110000014,30.809999466,0.8399999738,0,0.2779999971,0.5559999943,0.1669999957,0.0589069985,795.19744873,s
139,667,671,0,1,0,14,0.555555582,0.6669999957,8.6499996185,0.4099999964,0.1669999957,0.2779999971,0,0,0.2953749895,505.94345093,s
268,910,3500,184,1,0,345,0.722222209,0.4440000057,1.3999999762,0.0199999996,0,0.1669999957,0.7220000029,0.2779999971,0.5225179791,111.45254517,s
0,143,1800,0,0,0,0,0,0,0,0,0,0,0,0,1,0,i
176,261,450,8,1,0,46,0,1,2.75,0.1899999976,0.2220000029,0.6669999957,0,0,0.0103909997,671.8414917,a
3400,1400,3300,13,1,0,102,0,0.0560000017,1.1699999571,0.0399999991,0.3889999986,1.7779999971,0.2220000029,0.0560000017,0.0030509999,37.355323792,a
53,291,2600,176,1,0,185,0,0.1110000014,7.3699998856,0.1099999994,0.3889999986,0.6669999957,0.1110000014,0,0.0800260007,179.48504639,a
255,201,450,159,1,0,979,0,0.1110000014,4.9499998093,0.1700000018,0.0560000017,0,0.1110000014,0.1669999957,0.2013099939,655.09283447,s
54,347,969,129,1,0,5,0.777777791,0,2.9900000095,0.2099999934,0,0.2220000029,0,0.0560000017,0.5947710276,786.69812012,a
25,126,99,0,1,0,384,0.4444444478,0.2779999971,11.989999771,0,0.0560000017,0,0,0,0.2367459983,424.5501709,s
66,407,464,112,1,0,55,0.4444444478,0,12.680000305,1.3700000048,0.6110000014,0.2779999971,0,0,0.1865690053,1012.0038452,a
1100,194,479,163,1,0,61,0,0.8889999986,0.7699999809,0,0,0,0,0,0.555553019,1.2422529459,s
276,235,626,25,1,0,31,0.555555582,0.1669999957,3.5899999142,0.1199999973,0.2220000029,0.3330000043,0.1110000014,0,0.2406020015,362.57913208,s
147,244,765,40,1,0,62,0,0,3.3699998856,0.1599999964,0.7220000029,0.1110000014,0,0,0.2389660031,37.771327972,s
19,377,5800,60,1,0,8,0.8333333135,0.1110000014,37.810001373,1.7999999523,0.7220000029,0,0,0,0.6862750053,15.182067871,s
28,765,677,119,1,0,355,0.4444444478,0.1669999957,1.1900000572,0.0399999991,0,0,0,0,0.2030449957,532.11419678,s
31,32,230,0,1,0,24,0.1666666716,0,5.7300000191,0,0,0.7779999971,0,0,0.0575140007,133.36366272,a
39,103,278,0,1,0,31,0.555555582,0.0560000017,9.0100002289,0.3799999952,0.0560000017,0.1669999957,0,0,0.303876996,866.87780762,s
244,925,1800,21,1,1,397,0,0.0560000017,0.7699999809,0.1000000015,0.0560000017,0.2220000029,0.1669999957,0.1669999957,0.1120340005,76.32396698,a
394,484,725,0,1,0,77,0.055555556,0.4440000057,5.0700001717,0.2599999905,0.8889999986,0.3330000043,0,0,0.275409013,84.142684937,s
93,1000,690,22,1,0,74,0.055555556,0.1110000014,9.9899997711,0.1800000072,0.1110000014,0,0,0,0.0199740008,985.70635986,a
386,537,424,133,1,0,91,0,0.2779999971,4.6199998856,0.2800000012,0,0.6110000014,0,0,0.2389650047,13.036419868,s
62,885,2000,8,1,0,452,0.055555556,0,1.6599999666,0.0099999998,0,0.2220000029,0.5559999943,0,0.213221997,1174.8000488,s
53,428,2200,69,1,0,312,0,0.0560000017,16.430000305,0.7699999809,0.3889999986,0.5559999943,0,0,0.102245003,1282.5853271,a
643,1300,2700,72,1,0,142,0.1111111119,0,2.3900001049,0.1800000072,0.2779999971,0.1110000014,0,0,0.0394009985,416.0562439,a
262,748,898,156,1,0,245,0.055555556,0.8889999986,2.5099999905,0.2099999934,0.2220000029,0.2779999971,0.0560000017,0,0.0388970003,144.76091003,a
834,1700,6800,0,1,0,85,0,0.0560000017,0.2800000012,0.0399999991,0,0,0,0,0.1886010021,120.95491028,a
0,49,139,0,1,0,0,0,0,0,0,0,0,0,0,1,0,i
202,651,570,0,1,0,298,0.1111111119,0.1110000014,5.3200001717,0.3199999928,0.1669999957,0,0.0560000017,0.1110000014,0.1018899977,139.68281555,a
56,220,746,0,1,0,36,0.1111111119,0.1110000014,9.1899995804,0.200000003,0.0560000017,1.2220000029,0.0560000017,2.7219998837,0.1947530061,234.66479492,s
798,844,1500,0,1,0,150,0,0.6669999957,4.3200001717,0.5299999714,0.9440000057,0.1669999957,0,0,0.0508100018,139.63453674,a
516,666,1500,0,1,0,51,0.055555556,0,10.489999771,0.4300000072,0,0.3330000043,0,0,0.0335480012,286.51266479,a
54,114,469,0,1,0,473,0,0.2779999971,3.75,0.3400000036,0,0.0560000017,0.2779999971,0,0.1500120014,811.84429932,a
1200,3100,3000,146,1,1,802,0,0.3889999986,1.7899999619,0.5199999809,0.5559999943,0.1110000014,0,0,0.1485839933,35.937530518,a
415,454,1000,0,1,0,132,0.2222222239,0.6669999957,0.6100000143,0,0,0.1110000014,0,0,0.0808829963,82.401138306,a
85,142,715,128,1,0,24,0,0,12.319999695,0.2700000107,0,0,0,0,0.1956239939,232.37962341,a
308,524,994,70,1,0,55,0,0.1110000014,5.1199998856,0.349999994,0.5559999943,0.1110000014,0,0,0.0278670006,171.72683716,a
237,919,2200,174,1,1,109,0,0.1110000014,1.0299999714,0.0599999987,0.0560000017,0,0,0,0.4353429973,415.93734741,s
15,514,2600,18,1,0,78,0.3333333433,0.0670000017,5.3000001907,0.2700000107,0.0670000017,1.4670000076,0.0670000017,0,0.1038879976,1023.0441284,a
268,1700,3600,22,1,0,15,0.6666666865,0.1110000014,1.0399999619,0.0500000007,0,0,0,0,0.4332250059,273.39251709,s
134,413,253,152,1,0,27,0.2222222239,0.1669999957,0.7300000191,0.1199999973,0.0560000017,0,0,0,0.3738560081,222.72636414,s
144,545,565,15,1,0,552,0,0.0560000017,0.6499999762,0.0099999998,0,0,0,0,0.1048040017,33.561836243,a
455,1600,6200,137,1,1,696,0,0.6110000014,0.5799999833,0.3000000119,0,0,0,0,0.1803520024,27.197437286,a
17,117,162,121,1,1,20,0.7647058964,0,5.7300000191,1.2100000381,0.2349999994,0.4120000005,0,0,0.5992140174,15.490244865,s
0,83,13,0,1,0,0,0,0,0,0,0,0,0,0,1,0,i
772,1300,741,0,1,0,113,0.1111111119,0.2220000029,1.3500000238,0.0700000003,0,0.8889999986,0,0,0.0654660016,70.165679932,a
408,682,858,78,1,0,72,0,0.1669999957,2,0.0199999996,0,0.6669999957,0,0,0.0379640013,231.54370117,a
4,269,183,0,1,0,29,0.25,0.25,6.9699997902,0.0900000036,0.5,1.25,0,0,0.0680409968,3609.5004883,i
7,76,295,0,1,0,62,0.4285714328,0,35.900001526,2.6300001144,0,0.2860000134,0.8569999933,0,0.2052859962,30.773809433,s
28,151,157,11,1,0,13,0.3888888955,0.0560000017,6.1799998283,0.2599999905,0.6110000014,0.2220000029,0,0,0.156863004,1838.649292,a
143,503,3200,96,1,0,7,0.777777791,0.0560000017,8.5200004578,0.2700000107,0,0.1669999957,0,0,0.5947710276,244.09500122,s
121,458,941,0,1,0,142,0.1111111119,0.1110000014,12.489999771,2.0999999046,0,0.1110000014,0,0,0.0245530009,785.87976074,a
86,525,3000,0,1,0,26,0.055555556,0.2779999971,4.3800001144,0.0399999991,0,0,0,0.0560000017,0.0159809999,49.532840729,a
382,1000,4600,0,1,1,40,0.2222222239,0.3889999986,1.5199999809,0.0799999982,0,0.0560000017,0,0,0.0556080006,184.70610046,a
859,1700,1900,141,1,0,1065,0.055555556,0.5,1.7200000286,0.2399999946,0.2220000029,0.0560000017,0,0,0.1828839928,60.092578888,a
46,898,1700,71,1,0,88,0,0.0560000017,8.7399997711,0.6600000262,0.1110000014,1.8890000582,0,0,0.0154090002,997.0501709,a
17,162,468,0,1,0,14,0.470588237,0.175999999,5.7399997711,0.1800000072,0,0,0,0,0.176970005,42.859394073,a
344,429,279,0,1,0,30,0,0.3889999986,1.5499999523,0.2300000042,0.0560000017,0,0,0,0.0559139997,900.00738525,a
95,1100,539,88,1,0,146,0,0.5559999943,3.5499999523,0.3799999952,0.5559999943,0.8889999986,0,0,0.0284540001,337.20187378,a
25,268,348,60,1,0,101,0.4444444478,0.2779999971,6.3000001907,0.2099999934,0.0560000017,0.5559999943,0.2220000029,0.1669999957,0.2268860042,855.08001709,s
726,736,956,145,1,1,492,0.055555556,0.0560000017,1.2300000191,0.0500000007,0,0,0,0,0.1251980066,141.53643799,a
32,302,630,0,1,0,123,0.5,0.1669999957,3.9400000572,0.2399999946,0,0.2220000029,0.1669999957,0.1669999957,0.2467910051,722.65991211,s
16,1100,820,39,1,0,73,0.3125,0,5.3000001907,0.0099999998,0.125,0.125,0,0,0.0692399964,1399.4951172,a
268,352,798,0,1,0,11,0.5,0.0560000017,2.4000000954,0.0199999996,0,0,0,0,0.2352939993,112.35978699,s
23,80,344,54,1,0,26,0.277777791,0,6.3899998665,0.349999994,0,0.3330000043,0,0,0.1009560004,189.68652344,a
184,326,450,0,1,0,45,0,1,13.090000153,1.3099999428,0,0.3330000043,0,0,0.0164470002,125.00842285,a
3,666,2300,16,0,0,2,0.6666666865,0.3330000043,1.5,0,0,0,0,0,0.3333329856,93.86416626,i
142,474,648,24,1,0,140,0,0.6110000014,9.9399995804,0.8299999833,0.0560000017,0.5,0,0,0.0204290003,833.53448486,a
595,357,650,146,1,0,230,0,0,2.9300000668,0.0599999987,0.3330000043,0.1110000014,0,0,0.160303995,91.00353241,a
88,879,3600,0,1,0,0,1,0.7779999971,0.9900000095,0.0299999993,0,0,0,0,1,27.155416489,a
373,509,939,0,1,0,649,0,0.3330000043,2.1900000572,0.2300000042,0,0.1669999957,0.3330000043,0.1110000014,0.1380559951,89.308410645,s
0,71,1000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,i
365,1000,515,0,1,0,174,0.2222222239,0.5559999943,7.3899998665,0.6700000167,0.0560000017,0,0,0,0.0264979992,493.44802856,a
127,354,1500,0,1,0,27,0.1111111119,0,7.2199997902,0.6700000167,0,0,0,0.0560000017,0.0038459999,104.16860962,a
2100,371,630,146,1,0,42,0.1666666716,0.3889999986,2.0799999237,0.1800000072,0.2779999971,0.6669999957,0,0.1669999957,0.0849329978,545.21411133,a
24,266,526,0,1,0,290,0,0.0560000017,7.5199999809,0.2899999917,0.1669999957,0.0560000017,0,0,0.0393170007,894.71868896,a
353,1300,1200,0,1,0,41,0.1111111119,1,2.9600000381,0.1199999973,1,0.2220000029,0,0,0.0258639995,20.748826981,a
145,488,576,0,1,0,0,0,0,0,0,0,0,0,0,1,0,s
260,1200,2200,25,1,0,38,0.2222222239,0.3330000043,1.1900000572,0.0399999991,0.0560000017,0.0560000017,0,0,0.0437260009,330.30078125,a
13,311,1800,0,1,0,0,1,0.0769999996,4.3000001907,0.6200000048,0,0,0,0,1,153.05438232,a
1200,1000,1300,0,1,0,13,0.5,0.0560000017,0.2599999905,0,0,0,0,0,0.2352939993,17.354059219,s
337,309,610,0,1,0,24,0.277777791,0.8330000043,1.6499999762,0.1299999952,1,0,0,0,0.0747110024,191.09132385,a
79,214,389,144,1,0,98,0.1111111119,0.2779999971,3.1900000572,0.3899999857,0.0560000017,0.2220000029,0,0,0.0828580037,205.99197388,a
268,655,1000,41,1,0,38,0.1111111119,0.3330000043,9.970000267,0.3100000024,0.0560000017,0.8889999986,0,0.1110000014,0.0060979999,489.52383423,a
522,958,1300,0,1,0,0,1,0,1.1399999857,0,0,0,0,0,1,224.46977234,a
52,113,347,137,1,0,47,0,0.7220000029,4.0300002098,0.3400000036,0.4440000057,0.2779999971,0,0,0.0099480003,328.25302124,a
36,197,271,0,1,0,0,0,0,0,0,0,0,0,0,1,0,s
70,435,949,130,1,0,107,0.055555556,0,6.6500000954,0.8899999857,0.1110000014,0.5559999943,0.1110000014,0,0.0719129965,966.42510986,a
90,449,667,0,1,0,1,0.8888888955,0.1110000014,10.229999542,0.1899999976,0,0,0,0,0.6862750053,91.723640442,a
371,508,668,8,1,1,16,0.3888888955,0.1110000014,6.6100001335,0.1899999976,0.3889999986,0.2779999971,0,0,0.1406030059,115.12999725,a
252,176,387,20,1,0,17,0.3333333433,0.6669999957,5.1100001335,0.8199999928,0.7220000029,0.5,0,0,0.0980390012,396.13204956,a
186,518,3300,61,1,0,107,0.055555556,0.7220000029,1.1399999857,0.0599999987,0.9440000057,0,0,0,0.0400720015,91.019226074,a
41,301,160,0,1,0,60,0.2222222239,0.1669999957,2.6199998856,0.1299999952,0.1110000014,0.1110000014,0.2779999971,0,0.0738520026,1239.4876709,a
134,520,478,0,1,0,96,0.1111111119,0.5,2.8599998951,0.2099999934,0.1110000014,1.8329999447,0.0560000017,0,0.0131959999,322.71954346,a
74,405,585,0,1,1,20,0.1111111119,0.1110000014,3.2000000477,0.150000006,0.1110000014,0,0,0,0.0598010011,779.32641602,a
46,347,331,34,1,0,239,0,0.4440000057,3.0299999714,0.3199999928,0.1110000014,0.1669999957,0,0,0.2045779973,481.55499268,s
22,342,670,0,1,0,22,0.1666666716,0.2779999971,6.9000000954,0.3400000036,0.2220000029,0.6669999957,0,0,0.0196080003,663.82409668,a
53,63,180,24,1,0,177,0,0,3.0899999142,0.349999994,0,0.3330000043,0,0,0.3638969958,221.54060364,s
130,565,839,0,1,0,37,0.055555556,0.0560000017,1.6000000238,0.1199999973,0.0560000017,0,0,0,0.0043930002,368.78659058,a
24,168,306,0,1,0,86,0.055555556,0,3.9400000572,0.8299999833,0,0.0560000017,0,0,0.0174279995,1063.8122559,a
664,1200,1900,142,1,0,65,0.1111111119,0.1669999957,0.8100000024,0.1299999952,0.2779999971,0.1110000014,0.0560000017,0,0.0300820004,65.568534851,a
265,1500,2200,28,1,0,114,0,0.2779999971,0.2099999934,0,0,0.6110000014,0.4440000057,0.2220000029,0.0278970003,220.35139465,s
72,183,495,0,1,0,74,0.2222222239,0.1669999957,6.5599999428,0.4900000095,0.0560000017,0.4440000057,0,0,0.0475409999,656.77813721,a
15,92,246,141,1,0,292,0,0,0.4300000072,0,0,0.0670000017,0,0,0.6730480194,0.8215370178,s
45,53,41,0,1,0,2,0.8888888955,0.2779999971,2.6199998856,0.7300000191,0,0,0,0,0.7843139768,431.23864746,a
35,437,2000,12,1,0,43,0.1666666716,0.6669999957,2.6600000858,0.1400000006,0.1669999957,0,0,0,0.0299769994,282.85839844,a
118,682,464,0,1,0,91,0.055555556,0.3330000043,1.5299999714,0.3300000131,0.3889999986,0.3330000043,0,0,0.0109010004,300.65328979,a
8,18,21,0,1,0,23,0.625,0,8.3299999237,0,0.125,0.375,0,0,0.3571430147,5.2670488358,s
9,107,376,0,1,0,9,0.555555582,0,7.1700000763,0.8299999833,0.2220000029,0,0,0,0.2777779996,2229.4206543,s
55,271,307,131,1,0,1456,0,0,5.3499999046,0,0,0,0,0,0.2904640138,240.20089722,s
78,928,4900,18,1,0,7,0.6666666865,0,4.7699999809,0.0700000003,0.0560000017,0,0,0,0.4313730001,4.1332559586,s
1,48,135,0,1,0,0,1,0,33.330001831,4.1700000763,0,0,0,0,0,0,i
51,1500,1100,123,1,0,219,0.055555556,0.6110000014,8.1999998093,0.2300000042,0.4440000057,0.7779999971,0.0560000017,0,0.0224050004,412.55078125,a
512,556,1100,136,1,0,125,0,0.6669999957,1.7999999523,0.1899999976,0.5,1.5559999943,0.1110000014,0,0.0897609964,71.619117737,a
48,1200,981,87,1,0,352,0,0.3330000043,6.9200000763,0.1800000072,0.3330000043,1.8329999447,0.0560000017,0,0.127519995,545.34637451,a
32,734,3000,0,1,0,8,0.777777791,0.0560000017,6.5300002098,0.5199999809,0.0560000017,0,0.0560000017,0,0.5966579914,310.13494873,s
56,356,4600,28,1,0,168,0.055555556,0.4440000057,4.1999998093,0.4199999869,0,1.8329999447,0,0,0.0446139984,181.10107422,a
20,887,612,131,1,1,239,0,0.3330000043,0.1199999973,0.0099999998,0,0.2779999971,0,0,0.4070140123,7.5293669701,s
54,267,377,0,1,0,126,0.2222222239,0.2220000029,4.1799998283,0.7099999785,0,0,0,0,0.0956989974,596.40985107,a
81,265,207,0,1,0,9,0.6666666865,0,4.3800001144,0.0799999982,0.0560000017,0,0,0,0.4322159886,615.88348389,s
271,305,742,0,1,0,12,0.6666666865,0.2220000029,4.6399998665,0.2399999946,0.0560000017,0.0560000017,0,0,0.2941179872,212.41378784,s
5,250,670,59,1,1,15,0.200000003,0.200000003,8.0799999237,0.0799999982,0.200000003,1,0,0,0,4250.8427734,a
258,737,1800,124,1,0,36,0.3888888955,0.8330000043,2.0299999714,0.1099999994,0.2220000029,0,0,0,0.1403760016,308.54852295,a
106,171,194,0,1,0,43,0,0.1669999957,2.7300000191,0.1899999976,0.0560000017,0,0,0,0.1284310073,200.47904968,a
448,488,1400,68,1,0,554,0,0.0560000017,5.4899997711,0.6499999762,0.0560000017,0.3330000043,0.4440000057,0.1110000014,0.0609049983,46.064430237,s
9,119,132,72,1,0,46,0.4444444478,0.2220000029,4.0100002289,0.0900000036,0,0,0,0,0.1995169967,2292.1186523,a
94,534,1500,149,1,1,24,0.055555556,0.2220000029,0.400000006,0.0399999991,0,0.0560000017,0,0,0.0304109994,559.9519043,a
1300,2300,1600,120,1,0,358,0.3333333433,0.0560000017,1.4700000286,0.1000000015,0.1669999957,0.2779999971,0,0,0.1433729976,329.66342163,a
52,53,110,0,1,0,79,0.777777791,0.0560000017,6.2899999619,0.4199999869,0,0.0560000017,0.1110000014,0,0.6139069796,22.056142807,s
670,1900,4000,153,1,0,209,0.055555556,0,1.6699999571,0.0599999987,0,2.2219998837,0,0,0.3736610115,393.08624268,s
313,1800,7500,110,1,0,138,0.1111111119,0.3330000043,1.6900000572,0.1899999976,0.7779999971,0.1669999957,0,0,0.0270550009,164.48266602,a
344,397,1600,0,1,0,318,0.1111111119,0.3330000043,2.7799999714,0.200000003,0,0.4440000057,0.3330000043,0.0560000017,0.1125079989,347.28070068,s
1,6,105,0,0,0,0,1,0,50,283.32998657,0,0,0,0,0,0,i
2,85,633,99,1,0,203,0,0,125.29000092,25.879999161,0,15.5,0,2,0.4103649855,277.08123779,s
17,440,998,0,1,0,20,0,0.0590000004,2.8299999237,0.2300000042,0,0,0,0,0.0133549999,12.094428062,a
14,335,494,0,1,0,283,0,0.0710000023,10.300000191,0.3000000119,0.1430000067,0,0,0,0.0955640003,2101.2868652,a
2,119,1300,40,1,0,2,0.5,0,50.840000153,24.370000839,0,0,0,0,0,30.124443054,i
36,578,3100,0,1,0,30,0.6111111045,0.1110000014,11.729999542,0.400000006,0,0,0,0,0.3731560111,876.64916992,s
140,1200,622,71,1,0,362,0,0.0560000017,4,0.1400000006,0.8889999986,1.3329999447,0.4440000057,0,0.1063850001,121.15795135,s
42,333,580,7,1,0,703,0.1111111119,0.4440000057,3.1900000572,0.3300000131,0.0560000017,0.2779999971,0.7220000029,0.0560000017,0.0657859966,125.28743744,s
11,294,3000,0,1,0,18,0.3636363745,0,39.919998169,1.0199999809,0,0,0,0,0.1346729994,264.71969604,a
15,973,4800,0,1,0,0,1,0,3,0.3700000048,0.0670000017,0,0,0,1,785.09527588,a
844,1700,3100,0,1,0,489,0.1666666716,0.8889999986,0.5799999833,0.0700000003,0,0.2779999971,0,0,0.1334220022,32.066452026,a
1800,746,1900,168,1,0,27,0,0.0560000017,1.0599999428,0.0099999998,0.5559999943,0,0,0,0.0358639993,2.5332100391,s
334,933,4100,153,1,0,398,0.1666666716,0.3889999986,0.2399999946,0.0500000007,0,0.0560000017,0.5559999943,0.0560000017,0.067629002,9.9946136475,s
638,2200,4700,15,1,1,53,0,0,1.7899999619,0.0700000003,0.8330000043,1.8890000582,0,0.0560000017,0.0325269997,60.03742218,a
14,133,187,0,1,0,127,0,0.2860000134,7.1399998665,0.2700000107,0.1430000067,0.92900002,0,0,0.0328099988,23.881309509,a
5900,32500,916,156,1,1,945,0,0.5,0.1700000018,0.0099999998,0,0.2779999971,0.3330000043,0.0560000017,0.1908009946,3.4569439888,s
88,81,651,107,1,0,2,0.8888888955,0,4.8000001907,0.0700000003,0,0,0,0,0.7869819999,35.290462494,a
12,43,85,0,1,1,423,0,0,35.080001831,3.8800001144,0,2.3329999447,0.0829999968,0.1669999957,0.6980739832,150.40370178,s
18,283,1500,127,1,0,28,0.1666666716,0,13.550000191,1.6499999762,0,0.3889999986,0,0,0.0298549999,240.08377075,a
3,60,342,0,1,0,20,0.3333333433,0,14.43999958,7.7800002098,0,0,0,0,0.089087002,1066.6314697,i
21,9,27,82,1,0,29,0,0,35.799999237,3.7000000477,0,0.1669999957,0.0560000017,0.1110000014,0.0166260004,104.10236359,a
23,115,198,0,1,0,184,0.055555556,0,5.5100002289,0.1000000015,0.0560000017,0.2220000029,0,0,0.035050001,577.51696777,a
42,127,1100,0,1,0,21,0.1666666716,0,10.670000076,0.5199999809,0,0,0,0,0.0904320031,374.47848511,a
26,212,565,0,1,0,209,0.055555556,0.2779999971,7.8400001526,0.8899999857,0,0,0,0,0.0768529996,167.47511292,a
1100,671,3500,28,1,0,67,0.3333333433,0.7779999971,0.6700000167,0.0099999998,0.1669999957,0.7779999971,0,0,0.1088289991,58.565555573,a
418,729,1500,0,1,0,664,0.055555556,0.0560000017,3.0199999809,0.2599999905,0.0560000017,0.1110000014,0.5,0,0.1237609982,699.91583252,s
203,883,2500,118,1,0,28,0.3333333433,0.2220000029,4.5700001717,0.0199999996,0,0.3889999986,0,0,0.0988629982,16.630153656,a
3,622,4500,0,1,0,18,0.3333333433,0,7.9299998283,0.3199999928,0,0,0,0,0,212.11102295,i
98,1500,1200,68,1,1,290,0,0.7779999971,7.3000001907,0.3899999857,0.5,0.2220000029,0,0,0.0417589992,800.11706543,a
60,480,2100,72,1,0,195,0.2222222239,0.6110000014,0.8799999952,0,0,0.0560000017,0,0,0.0873290002,37.124568939,a
118,560,1500,18,1,0,210,0.1111111119,0.7779999971,2.6300001144,0.3600000143,0,0.7779999971,0,0,0.0402599983,602.07989502,a
26,946,6600,0,1,0,8,0.555555582,0,8.4200000763,0.3199999928,0,0,0,0,0.3006539941,38.741233826,s
7,400,4600,0,1,0,3,0.7142857313,0.1430000067,46.13999939,4.1399998665,0,0,0,0,0.4761900008,37.715278625,i
6,59,348,0,1,0,49,0.5,0.1669999957,16.100000381,2.2599999905,0,0,0,0,0.200000003,23.793796539,s
26,83,169,71,1,0,78,0.055555556,0.1669999957,6.6900000572,0.4699999988,0,0.3330000043,0.1110000014,0,0.043283999,387.49362183,a
507,24900,1400,28,1,1,5,0.777777791,0,0.200000003,0.0099999998,0,0,0,0,0.5974400043,1012.9525146,a
51,74,123,69,1,0,798,0,0.1110000014,4.7300000191,0.2300000042,0,0.2779999971,0.0560000017,0,0.6026859879,358.42807007,s
2,98,267,77,1,0,318,0,0,51.529998779,30.61000061,0,21.5,0,0,0,3668.4099121,s
17,274,874,125,1,0,53,0.0588235296,0.8820000291,1.5499999523,0.0900000036,0,0,0,0,0.2400809973,16.866731644,s
1300,1200,3300,63,1,0,448,0.2222222239,0.1669999957,0.6299999952,0.0099999998,0.2220000029,0.1110000014,0,0,0.1178549975,21.367315292,a
122,332,842,20,1,0,776,0.2222222239,0.0560000017,3.7799999714,0.25,0,0,0,0,0.2148379982,14.607653618,s
0,629,4900,0,0,0,0,0,0,0,0,0,0,0,0,1,0,i
184,952,718,146,1,0,419,0.3888888955,0.2220000029,11.920000076,0.200000003,0.7779999971,0.7220000029,0,0,0.1758400053,495.55966187,a
389,1100,3800,104,1,1,101,0,0.6110000014,0.6200000048,0.0299999993,0.0560000017,1.0559999943,0,0,0.0286340006,229.31158447,a
532,1300,5700,168,1,0,1160,0,0.1110000014,1.0399999619,0.1000000015,0,0.8330000043,0,0,0.2927309871,357.1585083,s
112,616,1700,0,1,0,19,0.055555556,0,2.0299999714,0.0700000003,0.7779999971,0.7779999971,0,0.0560000017,0,243.76261902,a
116,1300,7500,0,1,0,871,0,0.1110000014,0.5400000215,0.0599999987,0.1669999957,0.0560000017,1.0559999943,0.2779999971,0.1601669937,98.453147888,s
232,1000,7500,0,1,0,6,0.8333333135,0.3330000043,3.2400000095,0.1299999952,0.0560000017,0,0,0,0.6881610155,594.55810547,s
107,524,2100,0,1,0,716,0,0.0560000017,3.4200000763,0.3300000131,0.1110000014,0.1669999957,0,0,0.1478469968,143.70297241,a
2700,5400,2700,104,1,1,0,1,0.0560000017,0.1000000015,0.0099999998,0.1110000014,0,0,0,1,202.30114746,a
39,125,689,0,1,0,142,0.1666666716,0.1669999957,13.819999695,0.2199999988,0.0560000017,0.9440000057,0.0560000017,0.3330000043,0.1111809984,1162.5361328,s
14,452,686,133,1,0,238,0.0714285746,0,2.9400000572,2.8599998951,0,0,0,0,0.1252029985,4.5957341194,s
1100,2900,6400,0,1,0,819,0,0,0.5699999928,0.0599999987,0.3889999986,0.0560000017,0.0560000017,0,0.315474987,17.274059296,s
786,10500,5200,135,1,0,787,0,0,0.5099999905,0.2199999988,0.0560000017,1.6109999418,0,1.8329999447,0.1239140034,34.937023163,s
3,2700,1200,149,1,0,21,0.6666666865,0,65.430000305,26.069999695,0,0,0,1,0.3333329856,285.66934204,s
8,120,1300,27,1,0,5,0.5,0.125,34.270000458,1.4600000381,0.75,0.375,0,0,0.2142859995,231.62402344,i
51,103,116,0,1,0,18,0,0,4.0999999046,0,0,0,0,0,0.031041,113.50772858,a
8,391,1400,0,1,0,0,1,0,6.6199998856,0.3199999928,0,0,0,0,1,666.52667236,i
259,930,1700,11,1,0,135,0,0.4440000057,0.349999994,0.0799999982,0.6669999957,0,0,0,0.0732709989,180.14826965,a
0,141,995,0,0,0,0,0,0,0,0,0,0,0,0,1,0,i
84,3400,1200,0,1,1,468,0,1,9.4899997711,0.7699999809,0,0,0.0560000017,0.0560000017,0.0987100005,379.09072876,a
488,598,1500,132,1,0,371,0,0.1110000014,3.1300001144,0.0700000003,0.1110000014,0.1669999957,0,0,0.1029290035,194.72163391,a
13,169,976,113,1,0,62,0,0.0769999996,9.470000267,1.1799999475,0,0,0,0,0.1216619983,65.988098145,a
0,679,656,0,0,0,0,0,0,0,0,0,0,0,0,1,0,i
46,367,1800,95,1,0,36,0,0,7.1599998474,0.0500000007,0.5,0.8330000043,0,0.3330000043,0.0166389998,780.94421387,s
4,535,2600,29,1,0,51,0.25,0.75,6.2600002289,0,1,0.25,0,0,0,311.2645874,a
115,490,2500,0,1,0,0,1,0.1110000014,5.0100002289,0.0099999998,0,0,0,0,1,12.072422981,a
63,887,3000,0,1,0,12,0.5,0.2220000029,3.6199998856,0.0799999982,0,0.0560000017,0,0,0.245942995,134.50344849,s
0,248,313,149,1,0,0,0,0,0,0,0,0,0,0,1,0,i
17,62,84,0,1,0,139,0,0.0590000004,23.340000153,1.7999999523,0.1180000007,2,0.3529999852,0,0.01578,213.72631836,s
10,207,6900,112,1,0,314,0,0.200000003,12.369999886,0.8199999928,0,1,1.2999999523,0.400000006,0.2858969867,14.829610825,s
779,942,957,98,1,0,631,0.4444444478,0.4440000057,4.0900001526,0.0599999987,0,0.0560000017,0,0.0560000017,0.2626160085,48.243148804,s
200,1300,3800,99,1,0,44,0.3333333433,0.8330000043,1.0199999809,0.0700000003,0.2779999971,1.5,0,0.0560000017,0.0780450031,197.24209595,a
46,202,865,13,1,0,180,0,0.1110000014,3.9600000381,0.1099999994,0,0.3889999986,0.3330000043,0.1669999957,0.009354,113.12989044,s
431,1200,7500,0,1,1,25,0.777777791,0,6.9400000572,0.0799999982,0.0560000017,1.2220000029,0,0,0.5947710276,1015.6929932,s
3,688,418,143,1,0,390,0,0,2.9100000858,0.0500000007,0,9,0,1.3329999447,0.9837620258,201.69111633,s
