snake name,General: Venom Anticoagulants,General: Venom Cardiotoxins,General: Venom Haemorrhagins,General: Venom Myotoxins,General: Venom Necrotoxins,General: Venom Nephrotoxins,General: Venom Neurotoxins,General: Venom Other,General: Venom Procoagulants,class
Thelotornis usambaricus,Possibly present,Not present,Possibly present,Not present,Not present,Secondary nephrotoxicity only,Not present,Not present or not significant,Present but not defined,Not
Bothrocophias myersi,Probably not present,Probably not present,Possibly present but not clinically significant,Probably not present,Probably not present,Probably not present,Probably not present,,Possibly present,Not
Bothrocophias campbelli,Probably not present,Probably not present,Possibly present but not clinically significant,Probably not present,Probably not present,Probably not present,Probably not present,,Possibly present,Not
Trimeresurus malcolmi,Possibly present,Probably not present,Possibly present,Probably not present,,,Probably not present,,Possibly present,Not
Bothrops oligolepsis,Probably not present,Probably not present,Possibly present,Possibly present,Possibly present,Probably not present,Probably not present,,"Unknown, possibly Fibrinogenases",Not
Vipera magnifica,Probably not present,Probably not present,Probably present,Probably not present,Probably not present,Probably not present,Possibly present but not clinically significant,,Probably present,Not
Vipera orlovi,Probably not present,Probably not present,Probably present,Probably not present,Probably not present,Probably not present,Possibly present but not clinically significant,,Probably present,Not
Borikenophis portoricensis,,Probably not present,,Probably not present,Probably not present,Probably not present,Probably not present,,,Not
Borikenophis sanctaecrucis,,Probably not present,,Probably not present,Probably not present,Probably not present,Probably not present,,,Not
Brachyophis revoili,Probably not present,,Probably not present,Probably not present,,Probably not present,Probably not present,,Probably not present,Not
Phalotris lemniscatus,,,,,,,,,,Not
Elapotinus pictei,Probably not present,,Probably not present,Probably not present,,Probably not present,Probably not present,,Probably not present,Not
Hypoptophis wilsoni,Probably not present,,Probably not present,Probably not present,,Probably not present,Probably not present,,Probably not present,Not
Micrelaps bicoloratus,Probably not present,,Probably not present,Probably not present,,Probably not present,Probably not present,,Probably not present,Not
Micrelaps muelleri,Probably not present,,Probably not present,Probably not present,,Probably not present,Probably not present,,Probably not present,Not
Micrelaps vaillanti,Probably not present,,Probably not present,Probably not present,,Probably not present,Probably not present,,Probably not present,Not
Philodryas aestivus,Not present,Not present,Possibly present,Possibly present but not clinically significant,Not present,Not present,Postsynaptic neurotoxins,Oedema-forming activity,Not present,Not
Philodryas arnaldoi,Not present,Not present,Possibly present,Possibly present but not clinically significant,Not present,Not present,Postsynaptic neurotoxins,Oedema-forming activity,Not present,Not
Philodryas baroni,Not present,Not present,Possibly present,Possibly present but not clinically significant,Not present,Not present,Postsynaptic neurotoxins,Oedema-forming activity,Not present,Not
Philodryas chamissonis,Not present,Not present,Possibly present,Possibly present but not clinically significant,Not present,Not present,Postsynaptic neurotoxins,Oedema-forming activity,Not present,Not
Philodryas cordata,Not present,Not present,Possibly present,Possibly present but not clinically significant,Not present,Not present,Postsynaptic neurotoxins,Oedema-forming activity,Not present,Not
Philodryas hoodensis,Not present,Not present,Possibly present,Possibly present but not clinically significant,Not present,Not present,Postsynaptic neurotoxins,Oedema-forming activity,Not present,Not
Philodryas inca,Not present,Not present,Possibly present,Possibly present but not clinically significant,Not present,Not present,Postsynaptic neurotoxins,Oedema-forming activity,Not present,Not
Philodryas livida,Not present,Not present,Possibly present,Possibly present but not clinically significant,Not present,Not present,Postsynaptic neurotoxins,Oedema-forming activity,Not present,Not
Philodryas mattogrossensis,Not present,Not present,Possibly present,Possibly present but not clinically significant,Not present,Not present,Postsynaptic neurotoxins,Oedema-forming activity,Not present,Not
Philodryas nattereri,Not present,Not present,Possibly present,Possibly present but not clinically significant,Not present,Not present,Postsynaptic neurotoxins,Oedema-forming activity,Not present,Not
Philodryas olfersii,Not present,Not present,Possibly present,Possibly present but not clinically significant,Not present,Not present,Postsynaptic neurotoxins,Oedema-forming activity,Not present,Not
Philodryas oligolepis,Not present,Not present,Possibly present,Possibly present but not clinically significant,Not present,Not present,Postsynaptic neurotoxins,Oedema-forming activity,Not present,Not
Philodryas patagoniensis,Not present,Not present,Possibly present,Possibly present but not clinically significant,Not present,Not present,Postsynaptic neurotoxins,Oedema-forming activity,Not present,Not
Philodryas psammophideus,Not present,Not present,Possibly present,Possibly present but not clinically significant,Not present,Not present,Postsynaptic neurotoxins,Oedema-forming activity,Not present,Not
Philodryas simonsii,Not present,Not present,Possibly present,Possibly present but not clinically significant,Not present,Not present,Postsynaptic neurotoxins,Oedema-forming activity,Not present,Not
Philodryas trilineatus,Not present,Not present,Possibly present,Possibly present but not clinically significant,Not present,Not present,Postsynaptic neurotoxins,Oedema-forming activity,Not present,Not
Philodryas varius,Not present,Not present,Possibly present,Possibly present but not clinically significant,Not present,Not present,Postsynaptic neurotoxins,Oedema-forming activity,Not present,Not
Philodryas viridissimus,Not present,Not present,Possibly present,Possibly present but not clinically significant,Not present,Not present,Postsynaptic neurotoxins,Oedema-forming activity,Not present,Not
Rhabdophis adleri,Possibly present,Probably not present,Possibly present,Probably not present,Probably not present,Probably not present,Probably not present,,Possibly present,Not
Rhabdophis angeli,Possibly present,Probably not present,Possibly present,Probably not present,Probably not present,Probably not present,Probably not present,,Possibly present,Not
Rhabdophis auriculata,Possibly present,Probably not present,Possibly present,Probably not present,Probably not present,Probably not present,Probably not present,,Possibly present,Not
Rhabdophis barbouri,Possibly present,Probably not present,Possibly present,Probably not present,Probably not present,Probably not present,Probably not present,,Possibly present,Not
Rhabdophis callichroma,Possibly present,Probably not present,Possibly present,Probably not present,Probably not present,Probably not present,Probably not present,,Possibly present,Not
Rhabdophis chrysargoides,Possibly present,Probably not present,Possibly present,Probably not present,Probably not present,Probably not present,Probably not present,,Possibly present,Not
Rhabdophis chrysargos,Possibly present,Probably not present,Possibly present,Probably not present,Probably not present,Probably not present,Probably not present,,Possibly present,Not
Rhabdophis conspicillatus,Possibly present,Probably not present,Possibly present,Probably not present,Probably not present,Probably not present,Probably not present,,Possibly present,Not
Rhabdophis himalayanus,Possibly present,Probably not present,Possibly present,Probably not present,Probably not present,Probably not present,Probably not present,,Possibly present,Not
Rhabdophis leonardi,Possibly present,Probably not present,Possibly present,Probably not present,Probably not present,Probably not present,Probably not present,,Possibly present,Not
Rhabdophis lineatus,Possibly present,Probably not present,Possibly present,Probably not present,Probably not present,Probably not present,Probably not present,,Possibly present,Not
Rhabdophis murudensis,Possibly present,Probably not present,Possibly present,Probably not present,Probably not present,Probably not present,Probably not present,,Possibly present,Not
Rhabdophis nigrocinctus,Possibly present,Probably not present,Possibly present,Probably not present,Probably not present,Probably not present,Probably not present,,Possibly present,Not
Rhabdophis nuchalis,Possibly present,Probably not present,Possibly present,Probably not present,Probably not present,Probably not present,Probably not present,,Possibly present,Not
Rhabdophis spilogaster,Possibly present,Probably not present,Possibly present,Probably not present,Probably not present,Probably not present,Probably not present,,Possibly present,Not
Rhabdophis swinhonis,Possibly present,Probably not present,Possibly present,Probably not present,Probably not present,Probably not present,Probably not present,,Possibly present,Not
Sibynomorphus inaequifasciatus,Possibly present,,,,,,,,Probably present,Not
Sibynomorphus lavillai,Possibly present,,,,,,,,Probably present,Not
Sibynomorphus mikanii,Possibly present,,,,,,,,Probably present,Not
Sibynomorphus neuwiedi,Possibly present,,,,,,,,Probably present,Not
Sibynomorphus oligozonatus,Possibly present,,,,,,,,Probably present,Not
Sibynomorphus oneilli,Possibly present,,,,,,,,Probably present,Not
Sibynomorphus petersi,Possibly present,,,,,,,,Probably present,Not
Sibynomorphus turgidus,Possibly present,,,,,,,,Probably present,Not
Sibynomorphus vagrans,Possibly present,,,,,,,,Probably present,Not
Sibynomorphus vagus,Possibly present,,,,,,,,Probably present,Not
Sibynomorphus ventrimaculatus,Possibly present,,,,,,,,Probably present,Not
Sibynomorphus williamsi,Possibly present,,,,,,,,Probably present,Not
Amblyodipsas concolor,Probably not present,,Probably not present,Probably not present,,Probably not present,Probably not present,,Probably not present,Not
Amblyodipsas dimidiata,Probably not present,,Probably not present,Probably not present,,Probably not present,Probably not present,,Probably not present,Not
Amblyodipsas katangensis,Probably not present,,Probably not present,Probably not present,,Probably not present,Probably not present,,Probably not present,Not
Amblyodipsas microphthalma,Probably not present,,Probably not present,Probably not present,,Probably not present,Probably not present,,Probably not present,Not
Amblyodipsas polylepis,Probably not present,,Probably not present,Probably not present,,Probably not present,Probably not present,,Probably not present,Not
Amblyodipsas rodhaini,Probably not present,,Probably not present,Probably not present,,Probably not present,Probably not present,,Probably not present,Not
Amblyodipsas teitana,Probably not present,,Probably not present,Probably not present,,Probably not present,Probably not present,,Probably not present,Not
Amblyodipsas unicolor,Probably not present,,Probably not present,Probably not present,,Probably not present,Probably not present,,Probably not present,Not
Amblyodipsas ventrimaculata,Probably not present,,Probably not present,Probably not present,,Probably not present,Probably not present,,Probably not present,Not
Aparallactus capensis,Probably not present,,Probably not present,Probably not present,,Probably not present,Probably not present,,Probably not present,Not
Aparallactus guentheri,Probably not present,,Probably not present,Probably not present,,Probably not present,Probably not present,,Probably not present,Not
Aparallactus jacksonii,Probably not present,,Probably not present,Probably not present,,Probably not present,Probably not present,,Probably not present,Not
Aparallactus lineatus,Probably not present,,Probably not present,Probably not present,,Probably not present,Probably not present,,Probably not present,Not
Aparallactus lunulatus,Probably not present,,Probably not present,Probably not present,,Probably not present,Probably not present,,Probably not present,Not
Aparallactus modestus,Probably not present,,Probably not present,Probably not present,,Probably not present,Probably not present,,Probably not present,Not
Aparallactus moeruensis,Probably not present,,Probably not present,Probably not present,,Probably not present,Probably not present,,Probably not present,Not
Aparallactus niger,Probably not present,,Probably not present,Probably not present,,Probably not present,Probably not present,,Probably not present,Not
Aparallactus nigriceps,Probably not present,,Probably not present,Probably not present,,Probably not present,Probably not present,,Probably not present,Not
Aparallactus turneri,Probably not present,,Probably not present,Probably not present,,Probably not present,Probably not present,,Probably not present,Not
Aparallactus werneri,Probably not present,,Probably not present,Probably not present,,Probably not present,Probably not present,,Probably not present,Not
Chilorhinophis butleri,Probably not present,,Probably not present,Probably not present,,Probably not present,Probably not present,,Probably not present,Not
Chilorhinophis carpenteri,Probably not present,,Probably not present,Probably not present,,Probably not present,Probably not present,,Probably not present,Not
Chilorhinophis gerardi,Probably not present,,Probably not present,Probably not present,,Probably not present,Probably not present,,Probably not present,Not
Polemon acanthias,Probably not present,,Probably not present,Probably not present,,Probably not present,Probably not present,,Probably not present,Not
Polemon barthii,Probably not present,,Probably not present,Probably not present,,Probably not present,Probably not present,,Probably not present,Not
Polemon bocourti,Probably not present,,Probably not present,Probably not present,,Probably not present,Probably not present,,Probably not present,Not
Polemon christyi,Probably not present,,Probably not present,Probably not present,,Probably not present,Probably not present,,Probably not present,Not
Polemon collaris,Probably not present,,Probably not present,Probably not present,,Probably not present,Probably not present,,Probably not present,Not
Polemon fulvicollis,Probably not present,,Probably not present,Probably not present,,Probably not present,Probably not present,,Probably not present,Not
Polemon gabonensis,Probably not present,,Probably not present,Probably not present,,Probably not present,Probably not present,,Probably not present,Not
Polemon gracilis,Probably not present,,Probably not present,Probably not present,,Probably not present,Probably not present,,Probably not present,Not
Polemon griseiceps,Probably not present,,Probably not present,Probably not present,,Probably not present,Probably not present,,Probably not present,Not
Polemon leopoldi,Probably not present,,Probably not present,Probably not present,,Probably not present,Probably not present,,Probably not present,Not
Polemon neuwiedi,Probably not present,,Probably not present,Probably not present,,Probably not present,Probably not present,,Probably not present,Not
Polemon notatum,Probably not present,,Probably not present,Probably not present,,Probably not present,Probably not present,,Probably not present,Not
Polemon robustus,Probably not present,,Probably not present,Probably not present,,Probably not present,Probably not present,,Probably not present,Not
Xenocalamus bicolor,Probably not present,,Probably not present,Probably not present,,Probably not present,Probably not present,,Probably not present,Not
Xenocalamus mechowii,Probably not present,,Probably not present,Probably not present,,Probably not present,Probably not present,,Probably not present,Not
Xenocalamus michellii,Probably not present,,Probably not present,Probably not present,,Probably not present,Probably not present,,Probably not present,Not
Xenocalamus sabiensis,Probably not present,,Probably not present,Probably not present,,Probably not present,Probably not present,,Probably not present,Not
Xenocalamus transvaalensis,Probably not present,,Probably not present,Probably not present,,Probably not present,Probably not present,,Probably not present,Not
Hemibungarus hatori,,,,,,,,,,Not
Vipera anatolica,Probably not present,Probably not present,Probably present,Probably not present,Probably not present,Probably not present,Possibly present but not clinically significant,,Probably present,Not
Vipera ebneri,Probably not present,Probably not present,Probably present,Probably not present,Probably not present,Probably not present,Possibly present but not clinically significant,,Probably present,Not
Micrurus pacaraimie,Probably not present,Probably not present,Probably not present,Systemic myotoxins present,Probably not present,Probably not present,Postsynaptic neurotoxins,,Probably not present,Not
Micrurus tricolor,Probably not present,Probably not present,Probably not present,Systemic myotoxins present,Probably not present,Probably not present,Postsynaptic neurotoxins,,Probably not present,Not
Micrurus baliocoryphus,Probably not present,Probably not present,Probably not present,Systemic myotoxins present,Probably not present,Probably not present,Postsynaptic neurotoxins,,Probably not present,Not
Micrurus brasiliensis,Probably not present,Probably not present,Probably not present,Systemic myotoxins present,Probably not present,Probably not present,Postsynaptic neurotoxins,,Probably not present,Not
Naja nubiae,Probably not present,Probably not present,Probably not present,Probably not present,Possibly present,Probably not present,Possibly present,,Probably not present,Not
Cerrophidion petlalcalensis,Probably not present,Probably not present,Possibly present but not clinically significant,Probably not present,Probably not present,Probably not present,Probably not present,,Possibly present,Not
Micrurus tamaulipensis,Probably not present,Probably not present,Probably not present,Systemic myotoxins present,Probably not present,Probably not present,Postsynaptic neurotoxins,,Probably not present,Not
Echis omanensis,Possibly present,Probably not present,Zinc metalloproteinase,Not present,Possibly present,Possibly present,Not present,,Mixture of procoagulants,Not
Trimeresurus fucatus,,Probably not present,,,,,Probably not present,,,Not
Trimeresurus nebularis,,Probably not present,,,,,Probably not present,,,Not
Trimeresurus sabahi,,Probably not present,,,,,Probably not present,,,Not
Trimeresurus barati,,Probably not present,,,,,Probably not present,,,Not
Trimeresurus truongsonensis,,Probably not present,,,,,Probably not present,,,Not
Porthidium porrasi,Probably not present,Probably not present,Possibly present but not clinically significant,Probably not present,Probably not present,Probably not present,Probably not present,,Possibly present,Not
Crotalus tancitarensis,,,,,,,,,,Not
Lachesis acrochorda,Possibly present,Probably not present,Zinc metalloproteinase,Possibly present,Probably not present,Probably not present,Probably not present,Not present or not significant,Mixture of procoagulants,Not
Bothrops osbornei,Probably not present,Probably not present,Possibly present,Systemic myotoxins present,Possibly present,Probably not present,Probably not present,,Fibrinogenases,Not
Micrurus serranus,Probably not present,Probably not present,Probably not present,Systemic myotoxins present,Probably not present,Probably not present,Postsynaptic neurotoxins,,Probably not present,Not
Micrurus oligoanellatus,Probably not present,Probably not present,Probably not present,Systemic myotoxins present,Probably not present,Probably not present,Postsynaptic neurotoxins,,Probably not present,Not
Leptomicrurus renjifoi,Probably not present,Probably not present,Probably not present,Systemic myotoxins present,Probably not present,Probably not present,Postsynaptic neurotoxins,,Probably not present,Not
Atropoides mexicanus,Probably not present,Probably not present,Possibly present but not clinically significant,Possibly present but not clinically significant,Probably not present,Probably not present,Probably not present,,Possibly present,Not
Atropoides occiduus,Probably not present,Probably not present,Possibly present but not clinically significant,Possibly present but not clinically significant,Probably not present,Probably not present,Probably not present,,Possibly present,Not
Trimeresurus gumprechti,,Probably not present,,,,,Probably not present,,,Not
Naja sagittifera,Probably not present,Possibly present,Probably not present,Probably not present,Present but not defined,Probably not present,Postsynaptic neurotoxins,Not present or not significant,Probably not present,Not
Elapsoidea trapei,,,,,,,,,,Not
Trimeresurus venustus,Possibly present,Probably not present,Possibly present,Probably not present,Possibly present,Possibly present,Probably not present,,Probably present,Not
Trimeresurus andersoni,Possibly present,Probably not present,Possibly present,,,,Probably not present,,Probably present,Not
Eryx borrii,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present or not significant,Not present,Not
Laticauda frontalis,Not present,Secondary cardiotoxicity only,Not present,"Probably present, but not confirmed.",Not present,Secondary nephrotoxicity only,Presynaptic neurotoxins possibly present,Not present or not significant,Not present,Not
Micrurus camilae,Probably not present,Probably not present,Probably not present,"Probably present, but not confirmed.",Probably not present,Probably not present,Pre- & Post-synaptic neurotoxins may be present,,Probably not present,Not
Laticauda guineai,Not present,Secondary cardiotoxicity only,Not present,"Probably present, but not confirmed.",Not present,Secondary nephrotoxicity only,Presynaptic neurotoxins possibly present,Not present or not significant,Not present,Not
Laticauda saintgironsi,Not present,Secondary cardiotoxicity only,Not present,"Probably present, but not confirmed.",Not present,Secondary nephrotoxicity only,Presynaptic neurotoxins possibly present,Not present or not significant,Not present,Not
Brachyurophis roperi,,,,,,,,,,Not
Demansia calodera,,,,,,,,,,Not
Demansia rufescens,,,,,,,,,,Not
Aipysurus pooleorum,Not present,Secondary cardiotoxicity only,Not present,"Probably present, but not confirmed.",Not present,Secondary nephrotoxicity only,Postsynaptic neurotoxins,Not present or not significant,Not present,Not
Oxyuranus temporalis,Unknown. Most likely Not present,Unknown. Most likely Not present,Unknown. Most likely Possibly present,Unknown. Most likely Systemic myotoxins present,Unknown. Most likely Not present,Unknown. Most likely Possibly present,Unknown. Most likely Pre- & Post-synaptic neurotoxins,Unknown. Most likely Not present or not significant,Unknown. Most likely Prothrombin convertors,Not
Micrelaps tchernovi,Probably not present,,Probably not present,Probably not present,,Probably not present,Probably not present,,Probably not present,Not
Trimeresurus buniana,,Probably not present,,,,,Probably not present,,,Not
Micrurus silviae,Probably not present,Probably not present,Probably not present,"Probably present, but not confirmed.",Probably not present,Probably not present,Pre- & Post-synaptic neurotoxins may be present,,Probably not present,Not
Aspidites melanocephalus,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present or not significant,Not present,Not
Aspidites ramsayi,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present or not significant,Not present,Not
Antaresia childreni,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present or not significant,Not present,Not
Antaresia maculosa,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present or not significant,Not present,Not
Antaresia perthensis,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present or not significant,Not present,Not
Antaresia stimsoni,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present or not significant,Not present,Not
Apodora papuana,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present or not significant,Not present,Not
Bothrochilus boa,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present or not significant,Not present,Not
Leiopython albertisii,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present or not significant,Not present,Not
Liasis mackloti,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present or not significant,Not present,Not
Liasis olivaceus,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present or not significant,Not present,Not
Morelia amethistina,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present or not significant,Not present,Not
Morelia boeleni,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present or not significant,Not present,Not
Morelia bredli,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present or not significant,Not present,Not
Morelia carinata,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present or not significant,Not present,Not
Morelia clastolepis,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present or not significant,Not present,Not
Morelia kinghorni,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present or not significant,Not present,Not
Morelia nauta,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present or not significant,Not present,Not
Morelia oenpelliensis,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present or not significant,Not present,Not
Morelia tracyae,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present or not significant,Not present,Not
Morelia viridis,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present or not significant,Not present,Not
Python anchietae,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present or not significant,Not present,Not
Python breitensteini,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present or not significant,Not present,Not
Python brongersmai,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present or not significant,Not present,Not
Python curtus,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present or not significant,Not present,Not
Python molurus,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present or not significant,Not present,Not
Python natalensis,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present or not significant,Not present,Not
Python regius,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present or not significant,Not present,Not
Python reticulatus,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present or not significant,Not present,Not
Python sebae,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present or not significant,Not present,Not
Python timoriensis,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present or not significant,Not present,Not
Acrantophis dumerili,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present or not significant,Not present,Not
Acrantophis madagascariensis,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present or not significant,Not present,Not
Boa constrictor,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present or not significant,Not present,Not
Candoia aspera,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present or not significant,Not present,Not
Candoia bibroni,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present or not significant,Not present,Not
Candoia carinata,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present or not significant,Not present,Not
Corallus annulatus,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present or not significant,Not present,Not
Corallus caninus,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present or not significant,Not present,Not
Corallus cookii,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present or not significant,Not present,Not
Corallus cropanii,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present or not significant,Not present,Not
Corallus hortulanus,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present or not significant,Not present,Not
Corallus ruschenbergerii,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present or not significant,Not present,Not
Epicrates angulifer,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present or not significant,Not present,Not
Epicrates cenchria,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present or not significant,Not present,Not
Epicrates chrysogaster,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present or not significant,Not present,Not
Epicrates exsul,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present or not significant,Not present,Not
Epicrates fordii,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present or not significant,Not present,Not
Epicrates gracilis,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present or not significant,Not present,Not
Epicrates inornatus,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present or not significant,Not present,Not
Epicrates monensis,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present or not significant,Not present,Not
Epicrates striatus,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present or not significant,Not present,Not
Epicrates subflavus,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present or not significant,Not present,Not
Eunectes beniensis,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present or not significant,Not present,Not
Eunectes deschauenseei,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present or not significant,Not present,Not
Eunectes murinus,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present or not significant,Not present,Not
Eunectes notaeus,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present or not significant,Not present,Not
Sanzinia madagascariensis,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present or not significant,Not present,Not
Calabaria reinhardtii,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present or not significant,Not present,Not
Charina bottae,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present or not significant,Not present,Not
Charina trivirgata,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present or not significant,Not present,Not
Gongylophis colubrinus,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present or not significant,Not present,Not
Gongylophis conicus,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present or not significant,Not present,Not
Gongylophis muelleri,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present or not significant,Not present,Not
Eryx elegans,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present or not significant,Not present,Not
Eryx jaculus,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present or not significant,Not present,Not
Eryx jayakari,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present or not significant,Not present,Not
Eryx johnii,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present or not significant,Not present,Not
Eryx miliaris,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present or not significant,Not present,Not
Eryx somalicus,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present or not significant,Not present,Not
Eryx tataricus,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present or not significant,Not present,Not
Acrochordus arafurae,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present or not significant,Not present,Not
Acrochordus granulatus,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present or not significant,Not present,Not
Acrochordus javanicus,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present or not significant,Not present,Not
Morelia spilota,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present or not significant,Not present,Not
Corallus grenadensis,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present or not significant,Not present,Not
Eryx whitakeri,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present or not significant,Not present,Not
Bungarus slowinskii,Not present,Not present,Not present,Not present,Not present,Not present,Pre- & Post-synaptic neurotoxins,Not present or not significant,Not present,Not
Acanthophis laevis,Present but not clinically significant,Not present,Not present,Present but possibly not clinically significant,Not present,Not present,Pre- & Post-synaptic neurotoxins,Not present or not significant,Not present,Not
Acanthophis rugosus,Present but not clinically significant,Not present,Not present,Present but possibly not clinically significant,Not present,Not present,Pre- & Post-synaptic neurotoxins,Not present or not significant,Not present,Not
Pseudonaja aspidorhyncha,Not present,Not present,Not present,Not present,Not present,Possibly present,Pre- & Post-synaptic neurotoxins,Not present or not significant,Prothrombin convertors,Not
Pseudonaja mengdeni,Not present,Not present,Not present,Not present,Not present,Possibly present,Pre- & Post-synaptic neurotoxins,Not present or not significant,Prothrombin convertors,Not
Borikenophis variegatus,,Probably not present,,Probably not present,Probably not present,Probably not present,Probably not present,,,Not
Pseudechis weigeli,"Unknown, but based on related species, likely to be present",Unknown but likely secondary cardiotoxicity only,"Unknown, but based on related species, not likely to be present","Unknown, but based on related species, likely to be present","Unknown, but based on related species, not likely to be present",Unknown but likely secondary nephrotoxicity only,"Unknown, but based on related species, not likely to be clinically significant, if present",Not present or not significant,"Unknown, but based on related species, not likely to be present",Not
Pseudechis rossignolii,"Unknown, but based on related species, likely to be present",Unknown but likely secondary cardiotoxicity only,"Unknown, but based on related species, not likely to be present","Unknown, but based on related species, likely to be present","Unknown, but based on related species, not likely to be present",Unknown but likely secondary nephrotoxicity only,"Unknown, but based on related species, not likely to be clinically significant, if present",Not present or not significant,"Unknown, but based on related species, not likely to be present",Not
Tropidolaemus subannulatus,Possibly present,Probably not present,Probably present,Probably not present,Possibly present,,Probably not present,,Mixture of procoagulants,Not
Tropidolaemus philippinensis,Possibly present,Probably not present,Probably present,Probably not present,Possibly present,,Probably not present,,Mixture of procoagulants,Not
Tropidolaemus laticinctus,Possibly present,Probably not present,Probably present,Probably not present,Possibly present,,Probably not present,,Mixture of procoagulants,Not
Demansia angusticeps,,,,,,,,,,Not
Demansia quaesitor,,,,,,,,,,Not
Demansia flagellatio,,,,,,,,,,Not
Demansia rimicola,,,,,,,,,,Not
Demansia shinei,,,,,,,,,,Not
Acanthophis hawkei,Possibly present but not clinically significant,Not present,Not present,Possibly present but not clinically significant,Not present,Not present,Pre- & Post-synaptic neurotoxins,Not present or not significant,Not present,Not
