snake name,General: Venom Anticoagulants,General: Venom Cardiotoxins,General: Venom Haemorrhagins,General: Venom Myotoxins,General: Venom Necrotoxins,General: Venom Nephrotoxins,General: Venom Neurotoxins,General: Venom Other,General: Venom Procoagulants,class
Ophryacus undulatus,Probably not present,Probably not present,Possibly present but not clinically significant,Probably not present,Probably not present,Probably not present,Probably not present,,Possibly present,1
Ophryacus melanurus,Probably not present,Probably not present,Possibly present but not clinically significant,Probably not present,Probably not present,Probably not present,Probably not present,,Possibly present,1
Bothriechis aurifer,Probably not present,Probably not present,Possibly present but not clinically significant,Probably not present,Probably not present,Probably not present,Probably not present,,Possibly present,1
Bothriechis bicolor,Probably not present,Probably not present,Possibly present but not clinically significant,Probably not present,Probably not present,Probably not present,Probably not present,,Possibly present,1
Bothriechis lateralis,Probably not present,Probably not present,Possibly present but not clinically significant,Probably not present,Probably not present,Probably not present,Probably not present,,Possibly present,1
Bothriechis marchi,Probably not present,Probably not present,Possibly present but not clinically significant,Probably not present,Probably not present,Probably not present,Probably not present,,Possibly present,1
Bothriechis nigroviridis,Probably not present,Probably not present,Possibly present but not clinically significant,Probably not present,Probably not present,Probably not present,Probably not present,,Possibly present,1
Bothriechis rowleyi,Probably not present,Probably not present,Possibly present but not clinically significant,Probably not present,Probably not present,Probably not present,Probably not present,,Possibly present,1
Bothrops oligolepis,Probably not present,Probably not present,Possibly present,Possibly present,Possibly present,Probably not present,Probably not present,,Fibrinogenases,1
Bothrops bilineata,Probably not present,Probably not present,Possibly present,Possibly present,Possibly present,Probably not present,Probably not present,,Fibrinogenases,1
Bothrops medusa,Probably not present,Probably not present,Probably present,Possibly present,Possibly present,Probably not present,Probably not present,,Probably present,1
Bothrops punctatus,Probably not present,Probably not present,Possibly present,Systemic myotoxins present,Possibly present,Probably not present,Probably not present,,Fibrinogenases,1
Bothrops taeniata,Probably not present,Probably not present,Possibly present,Systemic myotoxins present,Possibly present,Probably not present,Probably not present,,Fibrinogenases,1
Bothrocophias andianus,Probably not present,Probably not present,Possibly present,Possibly present,Possibly present,Probably not present,Probably not present,,Fibrinogenases,1
Bothrops asper,Probably not present,Probably not present,Zinc metalloproteinase,Systemic myotoxins present,Present but not defined,Probably not present,Probably not present,,Fibrinogenases,1
Bothrops barnetti,Probably not present,Probably not present,Possibly present,Possibly present,Possibly present,Probably not present,Probably not present,,Fibrinogenases,1
Bothrops brazili,Probably not present,Probably not present,Possibly present,Possibly present,Possibly present,Probably not present,Probably not present,,Fibrinogenases,1
Bothrops caribbaeus,Probably not present,Probably not present,Possibly present,Possibly present,Possibly present,Probably not present,Probably not present,,Fibrinogenases,1
Bothrops fonsecai,Probably not present,Probably not present,Possibly present,Possibly present,Possibly present,Probably not present,Probably not present,,Fibrinogenases,1
Bothrops iglesiasi,Probably not present,Probably not present,Possibly present,Possibly present,Possibly present,Probably not present,Probably not present,,Fibrinogenases,1
Bothrops insularis,Probably not present,Probably not present,Possibly present,Possibly present,Possibly present,Probably not present,Probably not present,,Fibrinogenases,1
Bothrops itapetiningae,Probably not present,Probably not present,Possibly present,Possibly present,Possibly present,Probably not present,Probably not present,,Fibrinogenases,1
Bothrops lanceolatus,Not present,Probably not present,Probably not present,Probably not present,Probably not present,Probably not present,Probably not present,,Mixture of procoagulants,1
Bothrops lojanus,Probably not present,Probably not present,Probably present,Possibly present,Possibly present,Probably not present,Probably not present,,Probably present,1
Bothrops marajoensis,Probably not present,Probably not present,Probably present,Possibly present,Possibly present,Probably not present,Probably not present,,Probably present,1
Bothrocophias microphthalmus,Probably not present,Probably not present,Probably present,Possibly present,Possibly present,Probably not present,Probably not present,,Probably present,1
Bothrocophias colombianus,Probably not present,Probably not present,Possibly present,Possibly present,Possibly present,Probably not present,Probably not present,,Fibrinogenases,1
Bothrops pictus,Probably not present,Probably not present,Possibly present,Possibly present,Possibly present,Probably not present,Probably not present,,Fibrinogenases,1
Bothrops pirajai,Probably not present,Probably not present,Possibly present,Systemic myotoxins present,Possibly present,Probably not present,Probably not present,,Fibrinogenases,1
Bothrops pradoi,Probably not present,Probably not present,Possibly present,Systemic myotoxins present,Possibly present,Probably not present,Probably not present,,Fibrinogenases,1
Bothrops pulchra,Probably not present,Probably not present,Possibly present,Possibly present,Possibly present,Probably not present,Probably not present,,"Unknown, possibly Fibrinogenases",1
Bothrops roedingeri,Probably not present,Probably not present,Possibly present,Possibly present,Possibly present,Probably not present,Probably not present,,Fibrinogenases,1
Bothrops sanctaecrucis,Probably not present,Probably not present,Possibly present,Possibly present,Possibly present,Probably not present,Probably not present,,Fibrinogenases,1
Bothrops venezuelensis,Probably not present,Probably not present,Probably present,Possibly present,Possibly present,Probably not present,Probably not present,,Probably present,1
Bothrops xanthogrammus,Probably not present,Probably not present,Probably present,Possibly present,Possibly present,Probably not present,Probably not present,,Probably present,1
Bothrops jonathani,Probably not present,Probably not present,Probably present,Possibly present,Possibly present,Probably not present,Probably not present,,Probably present,1
Hemiaspis damelii,Probably not present,Probably not present,Probably not present,Probably not present,Probably not present,Probably not present,Probably not present,,Present but not defined,1
Hemiaspis signata,Probably not present,Probably not present,Probably not present,Probably not present,Probably not present,Probably not present,Probably not present,,Present but not defined,1
Ovophis zayuensis,Possibly present,Probably not present,Possibly present,Probably not present,Probably not present,Probably not present,Probably not present,,Mixture of procoagulants,1
Atheris rungweensis,Probably not present,,Possibly present,Probably not present,Probably not present,Probably not present,Probably not present,,Present but not defined,1
Atheris acuminata,Probably not present,,Possibly present,Probably not present,Probably not present,Probably not present,Probably not present,,Present but not defined,1
Atheris broadleyi,Probably not present,,Possibly present,Probably not present,Probably not present,Probably not present,Probably not present,,Present but not defined,1
Bothrops alcatraz,Probably not present,Probably not present,Possibly present,Possibly present,Possibly present,Probably not present,Probably not present,,Fibrinogenases,1
Atheris subocularis,Probably not present,,Possibly present,Probably not present,Probably not present,Probably not present,Probably not present,,Present but not defined,1
Atheris hirsuta,Probably not present,,Possibly present,Probably not present,Probably not present,Probably not present,Probably not present,,Present but not defined,1
Bothrops muriciensis,Probably not present,Probably not present,Possibly present,Possibly present,Possibly present,Probably not present,Probably not present,,Fibrinogenases,1
Bothriechis thalassinus,Probably not present,Probably not present,Possibly present but not clinically significant,Probably not present,Probably not present,Probably not present,Probably not present,,Possibly present,1
Trimeresurus vogeli,Possibly present,Probably not present,Possibly present,Probably not present,,,Probably not present,,Possibly present,1
Thelotornis mossambicanus,Possibly present,Not present,Possibly present,Not present,Not present,Secondary nephrotoxicity only,Not present,Not present or not significant,Present but not defined,1
Thelotornis usambaricus,Possibly present,Not present,Possibly present,Not present,Not present,Secondary nephrotoxicity only,Not present,Not present or not significant,Present but not defined,1
Bothrocophias myersi,Probably not present,Probably not present,Possibly present but not clinically significant,Probably not present,Probably not present,Probably not present,Probably not present,,Possibly present,1
Bothrocophias campbelli,Probably not present,Probably not present,Possibly present but not clinically significant,Probably not present,Probably not present,Probably not present,Probably not present,,Possibly present,1
Trimeresurus malcolmi,Possibly present,Probably not present,Possibly present,Probably not present,,,Probably not present,,Possibly present,1
Bothrops oligolepsis,Probably not present,Probably not present,Possibly present,Possibly present,Possibly present,Probably not present,Probably not present,,"Unknown, possibly Fibrinogenases",1
Vipera magnifica,Probably not present,Probably not present,Probably present,Probably not present,Probably not present,Probably not present,Possibly present but not clinically significant,,Probably present,1
Vipera orlovi,Probably not present,Probably not present,Probably present,Probably not present,Probably not present,Probably not present,Possibly present but not clinically significant,,Probably present,1
Rhabdophis adleri,Possibly present,Probably not present,Possibly present,Probably not present,Probably not present,Probably not present,Probably not present,,Possibly present,1
Rhabdophis angeli,Possibly present,Probably not present,Possibly present,Probably not present,Probably not present,Probably not present,Probably not present,,Possibly present,1
Rhabdophis auriculata,Possibly present,Probably not present,Possibly present,Probably not present,Probably not present,Probably not present,Probably not present,,Possibly present,1
Rhabdophis barbouri,Possibly present,Probably not present,Possibly present,Probably not present,Probably not present,Probably not present,Probably not present,,Possibly present,1
Rhabdophis callichroma,Possibly present,Probably not present,Possibly present,Probably not present,Probably not present,Probably not present,Probably not present,,Possibly present,1
Rhabdophis chrysargoides,Possibly present,Probably not present,Possibly present,Probably not present,Probably not present,Probably not present,Probably not present,,Possibly present,1
Rhabdophis chrysargos,Possibly present,Probably not present,Possibly present,Probably not present,Probably not present,Probably not present,Probably not present,,Possibly present,1
Rhabdophis conspicillatus,Possibly present,Probably not present,Possibly present,Probably not present,Probably not present,Probably not present,Probably not present,,Possibly present,1
Rhabdophis himalayanus,Possibly present,Probably not present,Possibly present,Probably not present,Probably not present,Probably not present,Probably not present,,Possibly present,1
Rhabdophis leonardi,Possibly present,Probably not present,Possibly present,Probably not present,Probably not present,Probably not present,Probably not present,,Possibly present,1
Rhabdophis lineatus,Possibly present,Probably not present,Possibly present,Probably not present,Probably not present,Probably not present,Probably not present,,Possibly present,1
Rhabdophis murudensis,Possibly present,Probably not present,Possibly present,Probably not present,Probably not present,Probably not present,Probably not present,,Possibly present,1
Rhabdophis nigrocinctus,Possibly present,Probably not present,Possibly present,Probably not present,Probably not present,Probably not present,Probably not present,,Possibly present,1
Rhabdophis nuchalis,Possibly present,Probably not present,Possibly present,Probably not present,Probably not present,Probably not present,Probably not present,,Possibly present,1
Rhabdophis spilogaster,Possibly present,Probably not present,Possibly present,Probably not present,Probably not present,Probably not present,Probably not present,,Possibly present,1
Rhabdophis swinhonis,Possibly present,Probably not present,Possibly present,Probably not present,Probably not present,Probably not present,Probably not present,,Possibly present,1
Vipera anatolica,Probably not present,Probably not present,Probably present,Probably not present,Probably not present,Probably not present,Possibly present but not clinically significant,,Probably present,1
Vipera ebneri,Probably not present,Probably not present,Probably present,Probably not present,Probably not present,Probably not present,Possibly present but not clinically significant,,Probably present,1
Cerrophidion petlalcalensis,Probably not present,Probably not present,Possibly present but not clinically significant,Probably not present,Probably not present,Probably not present,Probably not present,,Possibly present,1
Echis omanensis,Possibly present,Probably not present,Zinc metalloproteinase,Not present,Possibly present,Possibly present,Not present,,Mixture of procoagulants,1
Porthidium porrasi,Probably not present,Probably not present,Possibly present but not clinically significant,Probably not present,Probably not present,Probably not present,Probably not present,,Possibly present,1
Lachesis acrochorda,Possibly present,Probably not present,Zinc metalloproteinase,Possibly present,Probably not present,Probably not present,Probably not present,Not present or not significant,Mixture of procoagulants,1
Bothrops osbornei,Probably not present,Probably not present,Possibly present,Systemic myotoxins present,Possibly present,Probably not present,Probably not present,,Fibrinogenases,1
Atropoides mexicanus,Probably not present,Probably not present,Possibly present but not clinically significant,Possibly present but not clinically significant,Probably not present,Probably not present,Probably not present,,Possibly present,1
Atropoides occiduus,Probably not present,Probably not present,Possibly present but not clinically significant,Possibly present but not clinically significant,Probably not present,Probably not present,Probably not present,,Possibly present,1
Trimeresurus venustus,Possibly present,Probably not present,Possibly present,Probably not present,Possibly present,Possibly present,Probably not present,,Probably present,1
Trimeresurus andersoni,Possibly present,Probably not present,Possibly present,,,,Probably not present,,Probably present,1
Tropidolaemus subannulatus,Possibly present,Probably not present,Probably present,Probably not present,Possibly present,,Probably not present,,Mixture of procoagulants,1
Tropidolaemus philippinensis,Possibly present,Probably not present,Probably present,Probably not present,Possibly present,,Probably not present,,Mixture of procoagulants,1
Tropidolaemus laticinctus,Possibly present,Probably not present,Probably present,Probably not present,Possibly present,,Probably not present,,Mixture of procoagulants,1
Bothrops diporus,Possibly present,Not present,Zinc metalloproteinase,Probably not present,Secondary necrotoxic activity only,Not present,Not present,Other,Prothrombin convertors,1
Bothrops lutzi,Possibly present,Not present,Zinc metalloproteinase,Probably not present,Secondary necrotoxic activity only,Not present,Not present,Other,Prothrombin convertors,1
Bothrops matogrossensis,Possibly present,Not present,Zinc metalloproteinase,Probably not present,Secondary necrotoxic activity only,Not present,Not present,Other,Prothrombin convertors,1
Bothrops pauloensis,Possibly present,Not present,Zinc metalloproteinase,Probably not present,Secondary necrotoxic activity only,Not present,Not present,Other,Prothrombin convertors,1
Bothrops marmoratus,Possibly present,Not present,Zinc metalloproteinase,Probably not present,Secondary necrotoxic activity only,Not present,Not present,Other,Prothrombin convertors,1
Crotalus ornatus,,,Present but not defined,,,,Not present,May include; Lectins; Nerve growth factors; Phospholipase inhibitors; Proteinase inhibitors; Complement inactivators; Biogenic amines; Carbohydrates; Lipids; Nucleosides & nucleotides,Possibly present,1
Rhinoplocephalus bicolor,Not present,Not present,Not present,Systemic myotoxins present,Not present,Not present,Not present,Not present or not significant,Not present,1
Cryptophis boschmai,Not present,Not present,Not present,Systemic myotoxins present,Not present,Not present,Not present,Not present or not significant,Not present,1
Cryptophis incredibilis,Not present,Not present,Not present,Systemic myotoxins present,Not present,Not present,Not present,Not present or not significant,Not present,1
Cryptophis nigrostriatus,Not present,Not present,Not present,Systemic myotoxins present,Not present,Not present,Not present,Not present or not significant,Not present,1
Cryptophis pallidiceps,Not present,Not present,Not present,Systemic myotoxins present,Not present,Not present,Not present,Not present or not significant,Not present,1
Sistrurus miliarius,,Not likely to be present,Present but not defined,,Not likely to be present,Not likely to be present,Not likely  to be present,May include; Lectins; Nerve growth factors; Phospholipase inhibitors; Proteinase inhibitors; Complement inactivators; Biogenic amines; Carbohydrates; Lipids; Nucleosides & nucleotides,,1
